Common Question Text (group),Common Question ID,Year ID,RowHeaderID,Network or School,Group By,Color Coding,Color Coding (group),Response Text,% of Total Count of Respondents,Count of Respondents,Show N's,% of Total Distinct count of Respondent ID
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,McClymonds HS,All Students,720F,720F,Once a week,0.917431193%,2,2,0.917431193%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,McClymonds HS,All Students,710G,710G,More than once a week,6.880733945%,15,15,6.880733945%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,McClymonds HS,All Students,,,Did not answer,4.128440367%,9,9,4.128440367%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,MetWest High School,All Students,771A,771A,0 times,62.686567164%,84,84,62.686567164%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,MetWest High School,All Students,760B,760B,1–2 times,14.179104478%,19,19,14.179104478%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,MetWest High School,All Students,750C,750C,A few times,11.194029851%,15,15,11.194029851%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,MetWest High School,All Students,740D,740D,Once a month,2.238805970%,3,3,2.238805970%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,MetWest High School,All Students,730E,730E,Twice a month,2.238805970%,3,3,2.238805970%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,MetWest High School,All Students,720F,720F,Once a week,2.238805970%,3,3,2.238805970%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,MetWest High School,All Students,710G,710G,More than once a week,2.985074627%,4,4,2.985074627%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,MetWest High School,All Students,,,Did not answer,2.238805970%,3,3,2.238805970%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,Oakland High School,All Students,771A,771A,0 times,53.177257525%,636,636,53.177257525%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,Oakland High School,All Students,760B,760B,1–2 times,16.973244147%,203,203,16.973244147%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,Oakland High School,All Students,750C,750C,A few times,14.548494983%,174,174,14.548494983%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,Oakland High School,All Students,740D,740D,Once a month,1.672240803%,20,20,1.672240803%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,Oakland High School,All Students,730E,730E,Twice a month,2.090301003%,25,25,2.090301003%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,Oakland High School,All Students,720F,720F,Once a week,2.424749164%,29,29,2.424749164%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,Oakland High School,All Students,710G,710G,More than once a week,5.434782609%,65,65,5.434782609%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,Oakland High School,All Students,,,Did not answer,3.678929766%,44,44,3.678929766%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,Oakland International HS,All Students,771A,771A,0 times,42.944785276%,70,70,42.944785276%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,Oakland International HS,All Students,760B,760B,1–2 times,21.472392638%,35,35,21.472392638%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,Oakland International HS,All Students,750C,750C,A few times,15.950920245%,26,26,15.950920245%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,Oakland International HS,All Students,740D,740D,Once a month,3.067484663%,5,5,3.067484663%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,Oakland International HS,All Students,730E,730E,Twice a month,3.680981595%,6,6,3.680981595%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,Oakland International HS,All Students,720F,720F,Once a week,3.680981595%,6,6,3.680981595%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,Oakland International HS,All Students,710G,710G,More than once a week,3.680981595%,6,6,3.680981595%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,Oakland International HS,All Students,,,Did not answer,5.521472393%,9,9,5.521472393%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,Oakland Technical High School,All Students,771A,771A,0 times,49.646892655%,703,703,49.646892655%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,Oakland Technical High School,All Students,760B,760B,1–2 times,16.737288136%,237,237,16.737288136%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,Oakland Technical High School,All Students,750C,750C,A few times,16.172316384%,229,229,16.172316384%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,Oakland Technical High School,All Students,740D,740D,Once a month,2.471751412%,35,35,2.471751412%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,Oakland Technical High School,All Students,730E,730E,Twice a month,2.966101695%,42,42,2.966101695%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,Oakland Technical High School,All Students,720F,720F,Once a week,1.977401130%,28,28,1.977401130%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,Oakland Technical High School,All Students,710G,710G,More than once a week,5.155367232%,73,73,5.155367232%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,Oakland Technical High School,All Students,,,Did not answer,4.872881356%,69,69,4.872881356%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,Ralph J Bunche High School,All Students,771A,771A,0 times,46.511627907%,40,40,46.511627907%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,Ralph J Bunche High School,All Students,760B,760B,1–2 times,11.627906977%,10,10,11.627906977%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,Ralph J Bunche High School,All Students,750C,750C,A few times,13.953488372%,12,12,13.953488372%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,Ralph J Bunche High School,All Students,740D,740D,Once a month,1.162790698%,1,1,1.162790698%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,Ralph J Bunche High School,All Students,730E,730E,Twice a month,5.813953488%,5,5,5.813953488%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,Ralph J Bunche High School,All Students,720F,720F,Once a week,3.488372093%,3,3,3.488372093%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,Ralph J Bunche High School,All Students,710G,710G,More than once a week,11.627906977%,10,10,11.627906977%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,Ralph J Bunche High School,All Students,,,Did not answer,5.813953488%,5,5,5.813953488%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,Rudsdale (Newcomer),All Students,771A,771A,0 times,12.5%,7,7,12.5%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,Rudsdale (Newcomer),All Students,760B,760B,1–2 times,19.642857143%,11,11,19.642857143%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,Rudsdale (Newcomer),All Students,750C,750C,A few times,16.071428571%,9,9,16.071428571%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,Rudsdale (Newcomer),All Students,740D,740D,Once a month,1.785714286%,1,1,1.785714286%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,Rudsdale (Newcomer),All Students,730E,730E,Twice a month,7.142857143%,4,4,7.142857143%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,Rudsdale (Newcomer),All Students,720F,720F,Once a week,10.714285714%,6,6,10.714285714%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,Rudsdale (Newcomer),All Students,710G,710G,More than once a week,21.428571429%,12,12,21.428571429%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,Rudsdale (Newcomer),All Students,,,Did not answer,10.714285714%,6,6,10.714285714%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,Rudsdale Continuation,All Students,771A,771A,0 times,32.631578947%,31,31,32.631578947%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,Rudsdale Continuation,All Students,760B,760B,1–2 times,12.631578947%,12,12,12.631578947%
"During the past 12 months, about how many times did you skip school or cut classes?",174,2017-18,A21,Rudsdale Continuation,All Students,750C,750C,A few times,22.105263158%,21,21,22.105263158%
